model,train_corr,fit_time_s,test_return_pct,bh_return_pct,excess_pct,sharpe,bh_sharpe,alpha_pct,beta,r2
Ridge,0.028618264412297093,0.03187990188598633,116.2215205305091,94.26442632197059,21.957094208538507,0.999745716068231,0.9941798544181744,0.27646209373451414,1.1597550893457962,0.9830149552979294
Lasso,0.015383356137208667,0.03982377052307129,118.70264891523404,94.26442632197059,24.438222593263447,1.0191641940259732,0.9941798544181744,0.5707016775854196,1.1561891762427838,0.9833864269479244
ElasticNet,0.016128359281147094,0.052412986755371094,118.14227874494274,94.26442632197059,23.877852422972158,1.015379518357744,0.9941798544181744,0.5127859374643245,1.1563420370654929,0.9833546242461452
"MLP (64,32)",0.11217202549861216,135.2501630783081,117.9156785469158,94.26442632197059,23.651252224945218,1.0150170084108237,0.9941798544181744,0.5094098622804577,1.154886605915703,0.9830271446737183
